date,trade_vol
2017-11-01,96.7311615097626
2017-12-01,98.1471028516166
2018-01-01,97.0632276899066
2018-02-01,96.8626317673796
2018-03-01,95.7617142251513
2018-04-01,96.059634490453
2018-05-01,97.2291321928578
2018-06-01,97.4929505017629
2018-07-01,98.2345846122973
2018-08-01,98.3029056897775
2018-09-01,97.6138381519891
2018-10-01,98.6663091791036
2018-11-01,96.9791163700304
2018-12-01,95.8050741862962
2019-01-01,97.3172928600524
2019-02-01,96.4634564576079
2019-03-01,97.3272035314556
2019-04-01,97.0614727374663
2019-05-01,98.1094414117661
2019-06-01,96.2145923870177
2019-07-01,96.9714472473174
2019-08-01,97.789508026911
2019-09-01,97.0138447193656
2019-10-01,97.0736783324356
2019-11-01,96.4210850798943
2019-12-01,96.2849047012465
2020-01-01,93.1420818481567
2020-02-01,93.6506503317729
2020-03-01,90.466240786833
2020-04-01,79.5374744389314
2020-05-01,80.2699529883145
2020-06-01,86.1712212753431
2020-07-01,90.401913373548
2020-08-01,92.5000277010631
2020-09-01,94.7067228072461
2020-10-01,95.3594862969076
2020-11-01,96.9972190204562
2020-12-01,97.4745450170157
2021-01-01,97.9785457768382
2021-02-01,97.6255118324842
2021-03-01,100.119179602276
2021-04-01,100.14242554209
2021-05-01,98.8252712665123
2021-06-01,99.6784141177644
2021-07-01,98.9068741909815
2021-08-01,99.9268535914027
2021-09-01,99.0724112274212
2021-10-01,100.221159836092
2021-11-01,103.099469237233
2021-12-01,104.403883778905
2022-01-01,103.221506532508
2022-02-01,103.309632905187
2022-03-01,101.636627322929
2022-04-01,102.288745800931
2022-05-01,103.929235807138
2022-06-01,103.852949727821
2022-07-01,103.825294718933
2022-08-01,104.465025862562
2022-09-01,104.879149687463
2022-10-01,103.928250761055
2022-11-01,102.216587950081
2022-12-01,101.610096436879
2023-01-01,101.527088883955
2023-02-01,101.419143634047
2023-03-01,103.283321706152
2023-04-01,101.54525516014
2023-05-01,102.602523616403
2023-06-01,101.807089324622
2023-07-01,101.793714086349
2023-08-01,102.181446762422
2023-09-01,101.847625290146
2023-10-01,102.660721239687
2023-11-01,101.491940826506
2023-12-01,102.385957917524
2024-01-01,101.884431357735
2024-02-01,103.54716238358
2024-03-01,102.237523253691
2024-04-01,103.440742885485
2024-05-01,103.226369465926
2024-06-01,103.959960485395
2024-07-01,103.42579037985
2024-08-01,105.213019573848
2024-09-01,104.369665575773
2024-10-01,104.753779230967
2024-11-01,104.695613007044
2024-12-01,105.808888385592
