date,gscpi
2013-12-31,-0.48682229525243553
2014-01-31,-0.629690221278387
2014-02-28,-0.28500232619067595
2014-03-31,-0.6176033271849314
2014-04-30,-0.8158666295293545
2014-05-31,-0.8220214020302953
2014-06-30,-0.6841573527341037
2014-07-31,-0.8098332661325581
2014-08-31,-0.6198923295753679
2014-09-30,-0.8104507393062833
2014-10-31,-0.5903669268918073
2014-11-30,-0.9649491916392445
2014-12-31,-0.3879329191321627
2015-01-31,-0.5014609531749074
2015-02-28,-0.31703560370554734
2015-03-31,-0.3784682158728511
2015-04-30,-0.3444308778547197
2015-05-31,-0.5420101479448722
2015-06-30,-0.8599361187554211
2015-07-31,-0.4067207615111355
2015-08-31,-0.6715651148202182
2015-09-30,-0.3885947825231531
2015-10-31,-0.22909449867287954
2015-11-30,-0.6283294437313569
2015-12-31,-0.5879770851939166
2016-01-31,-0.78775349742315
2016-02-29,-0.7383948952707596
2016-03-31,-0.6400867920880114
2016-04-30,-0.26234752059253774
2016-05-31,-0.7005078583533116
2016-06-30,-0.28154473790704526
2016-07-31,-0.15638410467583405
2016-08-31,0.09679339527353803
2016-09-30,-0.28640133472078766
2016-10-31,-0.04627160813759561
2016-11-30,-0.3030409432210968
2016-12-31,-0.21964877943721453
2017-01-31,0.16939110398743035
2017-02-28,0.15357976061908452
2017-03-31,0.07781664630247809
2017-04-30,0.0072722549447043336
2017-05-31,-0.13829687788448722
2017-06-30,0.09377175383942854
2017-07-31,0.08975337012808847
2017-08-31,0.38758654727316305
2017-09-30,0.5531302683352254
2017-10-31,0.7856685440112499
2017-11-30,0.8080008041255439
2017-12-31,0.6851158260679413
2018-01-31,0.5858348108300602
2018-02-28,0.05924217763399137
2018-03-31,0.43651613166936226
2018-04-30,0.5154823690041862
2018-05-31,0.3752047621745842
2018-06-30,0.4324805032261034
2018-07-31,0.44118780622781184
2018-08-31,0.529220936315063
2018-09-30,0.46382595418097317
2018-10-31,0.5307007584026724
2018-11-30,0.4526883103513732
2018-12-31,0.46182964791948844
2019-01-31,0.5167369101457066
2019-02-28,0.14961283246501403
2019-03-31,0.21571847065130084
2019-04-30,0.022090855400629165
2019-05-31,-0.6108404940383887
2019-06-30,-0.4640552908989024
2019-07-31,-0.4419790799223965
2019-08-31,-0.2807103594447005
2019-09-30,0.14519133095555697
2019-10-31,0.10103282973616408
2019-11-30,0.16315533826865214
2019-12-31,0.050593736586194565
2020-01-31,0.07012666369930473
2020-02-29,1.2823597007893848
2020-03-31,2.637958659400846
2020-04-30,3.3311814468895626
2020-05-31,2.519033483030707
2020-06-30,2.23914611234125
2020-07-31,2.961224609136893
2020-08-31,1.4887575947638874
2020-09-30,0.6305649787313302
2020-10-31,0.11505685755664675
2020-11-30,0.7626434145682249
2020-12-31,1.6902068867352806
2021-01-31,1.3359722293354428
2021-02-28,1.9591530798708603
2021-03-31,2.277700881125597
2021-04-30,2.7780107860590912
2021-05-31,3.0522264291218515
2021-06-30,2.781483405581214
2021-07-31,2.957723452210348
2021-08-31,3.3135323929804574
2021-09-30,3.387179675669188
2021-10-31,3.9336354462741308
2021-11-30,4.3352919603595215
2021-12-31,4.423213838270251
2022-01-31,3.7159899519782638
2022-02-28,2.809008096900822
2022-03-31,2.8610871724422853
2022-04-30,3.5523806603161203
2022-05-31,2.7629325692452142
2022-06-30,2.43725214134663
2022-07-31,1.840661505961465
2022-08-31,1.5247680095602894
2022-09-30,1.0290891516325156
2022-10-31,1.14471198716245
2022-11-30,1.2682551579556955
2022-12-31,1.3417155757748296
2023-01-31,1.0838564583426726
2023-02-28,-0.2073743411322674
2023-03-31,-1.1367841587346068
2023-04-30,-1.2818493625909717
2023-05-31,-1.5594503358600431
2023-06-30,-1.092535863592055
2023-07-31,-0.9210254373813673
2023-08-31,-1.0557241776264314
2023-09-30,-0.6464011564090549
2023-10-31,-0.3505568289107051
2023-11-30,0.17329203470542742
2023-12-31,-0.1567823947028078
2024-01-31,-0.3444157522970615
2024-02-29,-0.18355307515644984
2024-03-31,-0.3422912679862616
2024-04-30,-0.9405278190925106
2024-05-31,-0.5681010437486806
2024-06-30,-0.3399935292546055
2024-07-31,-0.04261906136535644
2024-08-31,0.2093811137366278
2024-09-30,0.10558203838257324
2024-10-31,-0.3396907829487116
2024-11-30,-0.2720955831935344
2024-12-31,-0.2637740224441543
2025-01-31,-0.1929945367879519
2025-02-28,-0.07171731714556193
