date,ships_anchored,brent_price,bpi,ship_cap,corn_price,gscpi,Gulf,PNW,trade_vol,ships_waiting,wheat_price,bpi_volatility,brent_price_trend,brent_price_seasonal,bpi_trend,bpi_seasonal
2023-05-01,20.0,80.6875,1626.25,2003973.0,638.1,-1.2818493625909717,54.75,30.0,102.602523616403,20.0,635.25,25.578787986817225,83.42749358974359,0.4385870585822512,1393.6833333333336,49.036488896079774
2023-05-08,11.0,74.61749999999999,1529.5,1990096.0,647.9,-1.2818493625909717,54.75,30.0,102.602523616403,11.0,644.645,30.63679874942859,83.29862820512821,0.6108672041123969,1388.913141025641,72.44726613966954
2023-05-15,8.0,75.95599999999999,1437.6,2045957.0,629.2,-1.2818493625909717,53.25,30.0,102.602523616403,8.0,634.395,30.06713508939284,83.09095512820512,0.9990123444450368,1385.5708333333332,97.64798729351578
2023-05-22,10.0,75.814,1250.2,2058996.0,564.7,-1.2818493625909717,51.25,28.5,102.602523616403,10.0,619.2,46.98749165141312,82.88670512820512,0.9698277030728966,1386.886217948718,46.31573569095162
2023-05-29,11.0,76.66,1164.0,2080010.0,589.875,-1.2818493625909717,51.0,28.25,102.602523616403,11.0,613.126,26.154568080171725,82.75366666666666,1.2565268974595911,1394.8708333333332,-44.56403193725346
2023-06-05,13.0,74.42999999999999,1048.6,2084208.0,597.4,-1.5594503358600431,50.0,27.5,101.807089324622,13.0,607.8,32.001737758541154,82.66814743589742,1.4927518194970102,1407.0862179487176,-50.86787809109957
2023-06-12,16.0,75.098,1136.6,2002057.0,608.8,-1.5594503358600431,48.0,26.5,101.807089324622,16.0,627.4383333333334,30.804970466242178,82.60720512820512,1.392141112636304,1418.3862179487178,-45.731159341099676
2023-06-19,18.0,75.24600000000001,1175.4,1995206.0,620.9375,-1.5594503358600431,48.0,26.5,101.807089324622,18.0,657.375,13.108611173799707,82.53689743589744,1.627646440079133,1425.6381410256408,-17.48720902058676
2023-06-26,18.0,74.812,1142.2,2201230.0,636.875,-1.5594503358600431,48.5,27.0,101.807089324622,18.0,738.6866666666666,17.66017234124441,82.48602724358975,2.068875779995975,1431.6201923076924,-21.808863668022646
2023-07-03,25.0,73.68199999999999,1046.4,2238206.0,581.15,-1.092535863592055,48.5,26.5,101.793714086349,25.0,662.6033333333334,25.67118456431935,82.46145192307692,2.034270617140812,1439.1426282051284,51.29450171659271
2023-07-10,14.0,77.258,981.6,2008945.0,561.5625,-1.092535863592055,47.5,26.0,101.793714086349,14.0,649.25,18.581637819914135,82.43013141025642,2.257441051998745,1446.9541666666667,112.56140876787477
2023-07-17,21.0,79.78,1078.6,2304492.0,562.8,-1.092535863592055,46.25,25.5,101.793714086349,21.0,638.7,32.18501927494545,82.4008814102564,2.233228084223277,1453.861858974359,97.19838793454149
2023-07-24,21.0,80.426,964.8,2180331.0,539.8,-1.092535863592055,46.75,25.75,101.793714086349,21.0,716.1,44.52460605609242,82.3294391025641,2.0768102048054016,1461.7233974358976,11.153315819156886
2023-07-31,20.0,84.086,947.4,2220184.0,531.2,-0.9210254373813672,46.5,25.5,101.793714086349,20.0,712.6,25.89962287574365,82.25580448717949,1.5043798513750424,1472.3253205128208,-55.41182841161245
2023-08-07,22.0,85.878,1102.8,2226539.0,486.5,-0.9210254373813672,45.0,25.0,102.181446762422,22.0,641.95,41.07843370267709,82.23695833333333,1.3463330738282664,1483.3791666666668,-13.351371680843146
2023-08-14,16.0,88.016,1284.4,2240146.0,480.05,-0.9210254373813672,46.5,26.0,102.181446762422,16.0,633.105,51.88718252036465,82.22416987179489,1.6050399345351247,1494.6003205128206,47.84454178069529
2023-08-21,10.0,85.474,1500.6,1982307.0,471.05,-0.9210254373813672,48.0,26.0,102.181446762422,10.0,606.1666666666666,53.958691820957014,82.21707371794872,1.2457597890049799,1508.7137820512821,71.82867639607994
2023-08-28,9.0,84.5325,1473.75,1880966.0,472.85,-0.9210254373813672,52.0,27.5,102.181446762422,9.0,627.55,28.478245777582153,82.2602467948718,1.2859183129135043,1520.3464743589745,79.43071966531072
2023-09-04,14.0,88.136,1495.6,2024434.0,464.25,-1.0557241776264314,52.0,27.5,101.847625290146,14.0,601.25,25.129336349394805,82.29384294871798,1.2226459636411542,1525.65608974359,26.652835049926068
2023-09-11,33.0,91.604,1483.4,1951485.0,470.6,-1.0557241776264314,53.5,28.5,101.847625290146,33.0,575.0,10.782171155297378,82.32870833333335,0.6669947162399088,1529.333012820513,8.67218601146448
2023-09-18,23.0,94.664,1632.4,2181823.0,467.5,-1.0557241776264314,54.0,29.0,101.847625290146,31.0,578.45,44.0626224217615,82.47276602564104,0.3248990821442746,1536.054166666667,60.51245043454132
2023-09-25,31.0,94.474,1693.2,2092484.0,478.45,-1.0557241776264314,54.0,29.0,101.847625290146,31.0,582.5833333333334,16.435526628827507,82.68716987179488,0.33871509046028203,1546.241185897436,103.71952174864397
2023-10-02,24.0,95.054,1699.8,2129416.0,483.4,-0.6464011564090549,57.5,30.5,102.660721239687,24.0,570.7,10.119614474447213,82.84647115384615,0.6606159287986214,1554.5916666666665,147.8186875873192
2023-10-09,26.0,90.36,1606.2,2149448.0,490.25,-0.6464011564090549,57.5,30.5,102.660721239687,26.0,569.55,31.170601314605022,82.9468108974359,0.09555756274025588,1556.8416666666667,198.50368758731918
2023-10-16,30.0,90.4,1587.8,2312856.0,490.55,-0.6464011564090549,57.5,30.5,102.660721239687,30.0,568.6,19.985054751510546,83.03702243589744,-0.11675077925558892,1555.5051282051284,224.6728222027037
2023-10-23,20.0,92.646,1619.0,2220673.0,494.1666666666667,-0.6464011564090549,57.0,30.0,102.660721239687,20.0,583.8966675,25.85089433073918,83.12702243589743,-0.18535005160486,1556.5128205128203,211.40144399757568
2023-10-30,30.0,89.61,1606.5,2029141.0,480.45,-0.6464011564090549,57.0,29.75,102.660721239687,30.0,574.4583333333334,19.114397948833506,83.24835416666667,-0.9997765069063163,1560.8334935897435,160.18593117706277
2023-11-06,22.0,87.524,1459.8,2120709.0,475.65,-0.3505568289107051,57.0,29.5,101.491940826506,22.0,566.35,32.823754943305794,83.4262628205128,-1.3642210235383307,1566.5565705128201,67.89384784372952
2023-11-13,21.0,82.876,1531.0,2008488.0,470.75,-0.3505568289107051,56.0,28.75,101.491940826506,21.0,579.5,29.445215398174867,83.59422435897434,-1.8180982324780404,1575.172435897436,36.92984143347304
2023-11-20,17.0,81.76,1850.2,2093053.0,486.55,-0.3505568289107051,56.0,29.0,101.491940826506,17.0,572.6666666666666,93.83014786198508,83.7151858974359,-1.9237078998377084,1586.5993589743587,27.677533741165348
2023-11-27,8.0,80.868,2061.4,1863033.0,473.9375,-0.3505568289107051,57.0,29.5,101.491940826506,8.0,576.75,44.22053714786216,83.79888301282051,-2.240286165603473,1598.9633012820511,95.64545040783203
2023-12-04,7.0,80.648,2311.4,2004234.0,466.95,0.1732920347054274,59.875,31.0,102.385957917524,7.0,595.8,85.57294826904379,83.88308012820514,-2.7960009525057608,1611.9022435897436,138.83477733090893
2023-12-11,18.0,75.5,2131.4,2121538.0,465.55,0.1732920347054274,62.75,32.5,102.385957917524,18.0,615.85,103.33398930786484,83.95721474358974,-3.002766718271525,1624.133012820513,80.2158457069772
2023-12-18,11.0,76.20599999999999,1917.8,2032689.0,467.2,0.1732920347054274,63.75,33.0,102.385957917524,11.0,606.5,39.42376806558231,84.03490705128205,-2.7320264202812283,1636.7714743589743,-1.0652226690910709
