Feature,Coefficient
PNW,6.374508206680143
bpi,5.861189202034324
brent_price,0.960136820543086
corn_price,-0.6051117852153528
brent_price_seasonal,-0.30894760515491854
ships_anchored,-0.2980836716253419
bpi_seasonal,-0.2403643577979082
ships_waiting,-0.10163247602372183
bpi_volatility,0.09131499250269308
gscpi,0.010816587026801227
ship_cap,0.0
trade_vol,0.0
wheat_price,-0.0
brent_price_trend,-0.0
bpi_trend,0.0
